,ip,nb_www,phish_hints,nb_hyperlinks,domain_in_title,domain_age,google_index,page_rank,digit_ratio_url,digit_ratio_hostname
374,0,0,0,18,1,1244,1,0,0.08333333333333333,0.08333333333333333
2808,0,0,0,1,1,7202,1,2,0.0,0.0
1144,0,0,0,89,1,7618,0,5,0.0,0.0
4725,0,0,3,19,1,678,1,3,0.057971014492753624,0.057971014492753624
980,0,0,0,0,1,-1,1,0,0.019230769230769232,0.019230769230769232
9506,1,0,0,51,1,3993,1,0,0.1651376146788991,0.1651376146788991
4209,1,0,0,0,1,3378,1,4,0.22115384615384615,0.22115384615384615
2841,0,1,0,24,1,-1,0,3,0.0,0.0
10739,0,1,0,0,1,372,1,0,0.0,0.0
6751,1,0,0,81,1,2192,1,0,0.25675675675675674,0.25675675675675674
2647,0,0,0,36,1,7620,0,6,0.0,0.0
10128,0,0,0,512,1,6073,0,5,0.0,0.0
8772,0,1,0,65,1,-1,0,3,0.0,0.0
5502,0,0,0,11,0,3455,1,0,0.0,0.0
3240,0,1,0,221,1,7585,0,5,0.0,0.0
8225,1,0,0,0,1,-1,1,0,0.4897959183673469,0.4897959183673469
222,0,1,0,46,1,2425,0,2,0.06896551724137931,0.06896551724137931
4718,0,0,0,0,1,2599,1,0,0.0,0.0
3296,0,0,0,0,1,5460,1,0,0.0,0.0
8618,0,1,0,12,1,8661,1,4,0.0,0.0
3425,0,1,0,0,1,2100,1,0,0.08695652173913043,0.08695652173913043
3389,0,1,0,117,1,-1,0,4,0.0,0.0
337,0,0,0,19,1,5613,1,5,0.19148936170212766,0.19148936170212766
9833,0,0,0,23,1,2314,1,0,0.0625,0.0625
2683,0,1,0,49,0,2584,0,4,0.0,0.0
3227,0,0,0,94,1,7534,0,5,0.0,0.0
9865,0,0,0,58,0,7827,1,6,0.14893617021276595,0.14893617021276595
6496,0,1,0,122,0,8516,0,10,0.0,0.0
10564,1,0,4,6,1,-1,1,0,0.744,0.744
8066,0,1,1,0,1,9085,1,5,0.0,0.0
5057,0,1,0,52,0,5635,0,10,0.04878048780487805,0.04878048780487805
10567,0,0,0,0,1,7347,0,3,0.0,0.0
3466,1,0,0,51,1,3992,1,0,0.26373626373626374,0.26373626373626374
9305,0,0,0,327,1,7297,0,5,0.0,0.0
8439,0,0,2,16,1,6163,1,2,0.0,0.0
835,0,0,0,0,1,-1,1,1,0.0,0.0
1833,1,0,0,30,1,5767,1,2,0.3508771929824561,0.3508771929824561
11329,0,1,0,101,1,5132,0,7,0.01639344262295082,0.01639344262295082
11401,0,1,0,0,1,4884,0,4,0.0,0.0
7515,0,1,0,61,1,5226,0,5,0.0,0.0
1391,0,1,0,194,1,7508,0,5,0.0,0.0
7094,0,1,0,445,1,6375,0,4,0.0,0.0
4432,0,0,1,4,1,-1,1,2,0.08045977011494253,0.08045977011494253
9208,0,0,0,96,1,5211,1,0,0.0,0.0
8961,1,0,0,21,1,8094,1,4,0.23076923076923078,0.23076923076923078
6356,0,1,0,4,1,3639,1,0,0.0,0.0
2753,0,0,4,6,1,4609,1,3,0.0,0.0
10294,0,1,0,259,1,6807,0,4,0.0,0.0
1623,0,0,0,14,1,7295,1,5,0.10344827586206896,0.10344827586206896
8587,0,1,0,299,0,4175,0,8,0.0,0.0
11151,0,0,0,1,1,-1,1,2,0.030303030303030304,0.030303030303030304
7622,0,0,0,0,1,3363,1,3,0.0,0.0
1066,0,1,0,323,1,4205,0,4,0.0,0.0
148,0,0,0,22,1,2647,0,1,0.0,0.0
426,0,1,0,197,1,8683,0,5,0.0,0.0
3354,0,1,0,35,1,1290,0,0,0.0,0.0
1043,0,0,0,5,1,4823,1,2,0.0,0.0
9154,0,1,0,11,1,6600,0,4,0.0,0.0
699,0,1,0,68,1,3329,0,5,0.0,0.0
1725,0,0,3,74,1,2542,1,3,0.0,0.0
10237,1,0,0,4,1,4003,1,0,0.18095238095238095,0.18095238095238095
4238,0,0,0,4,1,3815,1,0,0.20474777448071216,0.20474777448071216
5539,0,0,0,14,1,7295,1,5,0.027777777777777776,0.027777777777777776
647,1,1,0,51,1,3993,1,0,0.24,0.24
7524,0,1,0,76,0,7915,0,6,0.0,0.0
8020,1,0,2,92,1,-1,1,0,0.24444444444444444,0.24444444444444444
9012,0,1,1,0,1,8413,1,2,0.0547945205479452,0.0547945205479452
7281,0,0,4,0,1,322,1,0,0.0,0.0
3365,0,0,0,240,0,7134,0,7,0.0,0.0
2660,0,1,0,129,0,9201,0,6,0.0,0.0
6395,1,0,0,5,1,3229,1,0,0.24390243902439024,0.24390243902439024
1067,0,1,1,486,0,9226,1,6,0.02564102564102564,0.02564102564102564
3418,0,1,0,27,1,2304,0,2,0.0,0.0
5773,0,1,0,55,0,7676,0,4,0.0,0.0
6979,0,0,0,32,1,-1,0,2,0.0,0.0
5878,1,1,0,207,1,5051,0,6,0.08045977011494253,0.08045977011494253
6537,0,0,0,10,1,-1,1,2,0.09523809523809523,0.09523809523809523
10423,0,1,0,42,1,6773,0,4,0.10526315789473684,0.10526315789473684
3197,0,1,0,8,1,1016,0,0,0.045454545454545456,0.045454545454545456
9997,0,1,0,5,0,5159,1,8,0.06944444444444445,0.06944444444444445
7951,0,0,0,46,1,1302,1,0,0.0,0.0
4243,0,0,2,12,0,118,1,0,0.0,0.0
4218,0,0,0,24,1,3718,1,3,0.023255813953488372,0.023255813953488372
5813,0,1,1,28,1,-1,1,0,0.05172413793103448,0.05172413793103448
4628,1,0,0,21,1,5613,1,5,0.04838709677419355,0.04838709677419355
3607,0,1,1,11,1,90,1,1,0.0,0.0
7065,0,0,0,48,0,-1,0,5,0.0,0.0
5797,0,1,0,67,1,8571,0,5,0.0,0.0
9254,1,0,0,50,1,4471,1,4,0.14285714285714285,0.14285714285714285
7497,0,0,0,21,1,5615,1,5,0.038461538461538464,0.038461538461538464
11124,0,1,0,75,1,7667,0,5,0.0,0.0
3605,0,1,0,0,1,12766,1,6,0.10294117647058823,0.10294117647058823
2437,0,1,0,55,0,2388,0,6,0.0,0.0
3457,0,1,0,22,1,4014,0,3,0.0,0.0
4246,0,0,0,7,1,7967,1,2,0.0,0.0
2103,0,1,0,100,1,-1,1,1,0.0,0.0
10064,0,1,0,10,1,1761,0,2,0.08695652173913043,0.08695652173913043
2185,0,0,0,53,1,-1,0,0,0.027777777777777776,0.027777777777777776
6764,1,0,0,51,1,3993,1,0,0.13513513513513514,0.13513513513513514
7057,0,0,0,0,1,5,1,0,0.0,0.0
9505,1,0,0,18,1,-1,0,2,0.18421052631578946,0.18421052631578946
4825,0,1,1,0,1,-1,1,0,0.0,0.0
4059,1,0,2,1,0,8348,1,10,0.1956521739130435,0.1956521739130435
9572,0,0,0,21,1,5616,1,5,0.0,0.0
11023,0,1,0,373,0,-1,0,5,0.0,0.0
5804,0,1,3,9,1,31,1,0,0.18636363636363637,0.18636363636363637
5366,1,0,0,34,0,8148,1,4,0.08035714285714286,0.08035714285714286
8192,0,1,0,205,1,5670,0,5,0.0,0.0
10055,0,0,0,16,0,-1,1,6,0.0,0.0
2263,0,0,0,29,0,-1,0,4,0.0,0.0
849,0,1,0,0,1,4079,0,2,0.0,0.0
10530,0,0,0,101,1,5994,0,4,0.0,0.0
7975,0,1,0,67,1,-1,0,5,0.0,0.0
7633,0,1,0,190,1,6900,1,5,0.045454545454545456,0.045454545454545456
2901,0,1,0,25,1,1320,0,2,0.0,0.0
10012,0,1,0,331,1,-1,0,2,0.0,0.0
8045,0,0,0,115,1,7296,0,5,0.0,0.0
2115,0,0,4,0,1,322,1,0,0.0,0.0
6447,0,0,0,238,0,8455,0,7,0.48717948717948717,0.48717948717948717
3445,0,0,0,103,1,7011,1,2,0.0,0.0
1167,0,0,0,28,1,-1,0,4,0.0,0.0
2374,0,1,0,111,0,5097,0,5,0.0,0.0
2505,0,0,0,8,1,5077,1,5,0.16129032258064516,0.16129032258064516
10815,0,0,1,22,0,5636,0,5,0.0,0.0
10036,0,0,0,4,1,300,1,0,0.0,0.0
845,0,1,0,76,1,7754,0,5,0.0,0.0
8929,1,0,0,0,1,-1,1,0,0.9722222222222222,0.9722222222222222
2625,0,0,1,15,1,1374,1,0,0.09375,0.09375
1619,0,1,0,71,0,8463,0,4,0.0,0.0
10818,0,1,0,62,0,7268,1,4,0.11764705882352941,0.11764705882352941
11093,0,1,0,1,1,885,1,0,0.0,0.0
755,0,0,0,20,1,1341,0,1,0.0,0.0
6250,1,1,0,1067,0,8965,1,8,0.22580645161290322,0.22580645161290322
10333,1,0,2,25,1,2189,1,5,0.052941176470588235,0.052941176470588235
5919,0,0,2,0,1,1709,1,2,0.019886363636363636,0.019886363636363636
9438,0,1,0,39,0,1592,0,3,0.0,0.0
2920,1,0,0,26,1,1492,0,1,0.4264705882352941,0.4264705882352941
10981,0,0,0,0,1,561,1,2,0.0,0.0
33,0,0,0,3,1,3767,1,0,0.0,0.0
6864,0,1,0,271,1,8386,0,4,0.0,0.0
5384,0,1,0,12,1,2317,1,0,0.0,0.0
319,1,1,0,30,1,5767,1,2,0.35,0.35
7707,0,1,0,28,1,91,0,0,0.0,0.0
7175,0,1,0,411,1,5879,0,1,0.0,0.0
3478,0,1,0,92,0,5186,1,1,0.05952380952380952,0.05952380952380952
4992,1,0,0,0,1,4377,1,1,0.2542372881355932,0.2542372881355932
6595,0,1,0,43,1,3955,0,4,0.0,0.0
9180,0,1,0,70,1,3621,0,3,0.0,0.0
6028,0,1,0,92,1,3737,0,5,0.0,0.0
10106,0,0,0,55,0,11049,0,6,0.07272727272727272,0.07272727272727272
2075,0,1,0,0,1,720,1,0,0.0,0.0
8964,0,0,0,47,1,-1,0,2,0.043478260869565216,0.043478260869565216
10699,0,1,0,197,0,5667,1,4,0.0,0.0
5004,0,1,2,26,1,6510,1,0,0.0,0.0
3646,0,0,0,28,0,4205,0,0,0.0,0.0
904,0,1,0,56,1,3975,0,2,0.0,0.0
8883,0,1,0,18,0,4796,0,3,0.0,0.0
6220,0,0,0,18,1,1731,1,2,0.0,0.0
5735,0,0,0,42,0,8510,0,1,0.0,0.0
8904,0,0,0,88,0,2394,1,5,0.0,0.0
7649,0,0,0,217,0,8991,0,8,0.0,0.0
7170,0,0,0,4,1,-1,1,0,0.0,0.0
492,0,0,0,184,1,4174,0,3,0.0,0.0
2796,1,1,0,7,1,216,1,0,0.2857142857142857,0.2857142857142857
7325,0,1,0,55,0,5640,0,10,0.0,0.0
2627,0,0,0,32,1,-1,1,0,0.0,0.0
6955,0,0,0,32,1,4923,0,3,0.0,0.0
3737,0,1,0,537,1,8017,0,6,0.0,0.0
6781,0,0,0,7,1,1856,0,0,0.0,0.0
10238,0,1,0,1,0,9058,0,5,0.0,0.0
1130,0,1,0,92,1,5219,0,3,0.0,0.0
6911,0,1,0,47,1,7505,0,4,0.0,0.0
9514,1,1,1,31,1,-1,1,2,0.5210084033613446,0.5210084033613446
2220,0,1,0,7,1,3388,1,3,0.08333333333333333,0.08333333333333333
7053,0,0,0,0,1,-1,1,0,0.0,0.0
9531,0,1,0,948,0,3262,0,2,0.0,0.0
5241,0,1,0,5,1,97,1,0,0.0,0.0
6134,0,1,0,164,0,5731,0,3,0.0,0.0
9388,0,1,0,34,1,1309,0,2,0.0,0.0
9344,0,1,0,420,0,6318,0,6,0.06153846153846154,0.06153846153846154
714,0,0,0,10,1,7295,1,5,0.0,0.0
8745,0,1,0,2,1,2290,0,4,0.020833333333333332,0.020833333333333332
3198,1,0,0,5,1,467,0,1,0.25,0.25
10949,0,1,0,0,1,8142,0,3,0.029850746268656716,0.029850746268656716
9508,0,1,0,270,0,-1,0,3,0.0,0.0
9582,0,0,0,5,1,2837,1,2,0.0,0.0
8043,0,1,0,1,1,5095,0,5,0.0,0.0
7963,1,0,0,51,1,3993,1,0,0.07207207207207207,0.07207207207207207
10179,1,1,2,23,1,4284,1,1,0.2616822429906542,0.2616822429906542
3820,0,1,0,5,0,5158,1,8,0.043478260869565216,0.043478260869565216
8827,0,0,0,0,1,3572,1,0,0.0,0.0
5954,0,1,0,14,1,4564,1,4,0.2582781456953642,0.2582781456953642
2216,1,1,1,44,1,-1,1,0,0.25,0.25
5093,0,1,0,21,1,7006,0,1,0.030303030303030304,0.030303030303030304
8230,0,1,3,5,1,-1,1,0,0.01680672268907563,0.01680672268907563
10941,1,0,0,51,1,3993,1,0,0.24468085106382978,0.24468085106382978
250,1,1,0,171,1,4549,0,7,0.12162162162162163,0.12162162162162163
9971,0,0,0,9,1,-1,1,0,0.014285714285714285,0.014285714285714285
4062,0,1,3,4,1,3403,1,1,0.026490066225165563,0.026490066225165563
6737,0,0,0,12,1,7968,0,7,0.10869565217391304,0.10869565217391304
2144,1,0,0,51,1,3993,1,0,0.14678899082568808,0.14678899082568808
10929,0,0,0,0,1,-1,1,0,0.043478260869565216,0.043478260869565216
6301,0,0,0,113,1,7618,0,5,0.0,0.0
7898,0,1,0,217,1,4621,0,3,0.014925373134328358,0.014925373134328358
1164,1,1,0,0,1,7489,1,7,0.6875,0.6875
10915,1,0,0,5,1,3916,1,0,0.5185185185185185,0.5185185185185185
4011,0,0,0,142,0,11556,1,7,0.3191489361702128,0.3191489361702128
9724,0,0,0,22,1,-1,0,3,0.0,0.0
2298,0,1,0,15,0,-1,0,2,0.0,0.0
2189,0,0,0,34,1,7297,1,5,0.13636363636363635,0.13636363636363635
94,0,0,0,437,0,-1,0,2,0.0,0.0
8291,0,0,2,132,1,1707,1,2,0.05263157894736842,0.05263157894736842
9499,0,0,0,4,1,-1,0,3,0.75,0.75
6610,0,1,0,148,1,6389,0,3,0.0,0.0
10548,1,0,0,55,1,-1,0,0,0.8181818181818182,0.8181818181818182
7345,0,0,0,153,0,8047,0,5,0.01639344262295082,0.01639344262295082
5667,0,0,0,1,1,5941,1,0,0.0,0.0
10260,0,0,0,38,0,7590,1,5,0.0,0.0
10107,1,0,0,51,1,3993,1,0,0.19626168224299065,0.19626168224299065
7473,1,0,2,22,1,-1,1,0,0.8508771929824561,0.8508771929824561
6115,0,0,0,0,1,3340,1,2,0.0,0.0
9453,0,1,0,22,1,7649,0,4,0.0,0.0
54,0,1,0,91,1,1690,1,2,0.0,0.0
2214,0,1,0,607,1,8159,0,3,0.018518518518518517,0.018518518518518517
10225,0,0,0,298,0,7657,0,7,0.0,0.0
1853,0,0,0,39,1,7507,0,5,0.0,0.0
8323,1,0,0,3,1,-1,1,0,0.75,0.75
2614,0,0,0,83,1,5612,1,5,0.0,0.0
5896,0,1,0,247,1,7424,0,3,0.0,0.0
360,0,0,0,0,1,1549,0,3,0.0,0.0
8025,0,0,0,9,0,279,0,3,0.025,0.025
3842,0,0,1,63,1,3605,1,3,0.0,0.0
10121,0,1,0,0,1,7189,0,5,0.07017543859649122,0.07017543859649122
742,0,1,0,17,0,7419,0,7,0.0,0.0
2180,0,0,0,0,1,3166,1,7,0.0,0.0
10142,0,0,1,0,1,359,1,1,0.017543859649122806,0.017543859649122806
866,0,1,0,26,1,4546,0,4,0.0,0.0
9808,0,1,2,13,1,518,1,0,0.08333333333333333,0.08333333333333333
10095,1,0,1,28,1,-1,1,0,0.16363636363636364,0.16363636363636364
8847,0,1,0,55,0,2388,1,6,0.0,0.0
816,1,0,0,35,1,-1,1,1,0.25,0.25
2775,0,0,0,76,1,921,0,1,0.0,0.0
208,0,0,0,140,1,-1,1,0,0.0,0.0
1802,0,0,0,209,1,6259,0,6,0.017857142857142856,0.017857142857142856
10184,0,1,0,0,1,9219,0,5,0.0,0.0
8427,0,0,2,0,1,8293,1,2,0.01818181818181818,0.01818181818181818
5933,1,0,0,12,1,2996,1,2,0.273972602739726,0.273972602739726
8863,0,1,0,249,1,-1,0,0,0.0,0.0
183,0,0,0,0,1,3608,1,0,0.029411764705882353,0.029411764705882353
3967,1,1,0,33,1,2105,1,0,0.1744186046511628,0.1744186046511628
9045,0,0,1,7,1,834,0,0,0.08571428571428572,0.08571428571428572
3567,0,1,0,48,1,2135,0,3,0.0,0.0
1484,0,1,0,77,0,8759,0,8,0.017543859649122806,0.017543859649122806
5149,0,0,2,0,1,5438,1,1,0.009009009009009009,0.009009009009009009
3344,0,0,1,24,1,2532,1,0,0.0,0.0
2114,0,1,0,102,0,2038,0,3,0.0,0.0
9404,0,1,0,23,1,8227,0,5,0.0,0.0
5740,0,1,0,206,1,7011,0,4,0.0,0.0
3295,0,1,3,110,0,-1,1,2,0.0,0.0
10614,0,1,0,31,0,-1,0,6,0.0,0.0
7776,0,0,3,30,1,6342,1,0,0.0,0.0
2480,0,0,0,237,1,1,1,0,0.0,0.0
981,1,0,0,18,1,5627,1,5,0.25757575757575757,0.25757575757575757
1888,0,0,0,8,1,1953,1,3,0.2692307692307692,0.2692307692307692
4385,1,1,0,1,1,2403,0,3,0.140625,0.140625
4765,0,1,0,235,0,9040,0,6,0.0,0.0
3647,0,1,0,219,1,4299,0,5,0.09615384615384616,0.09615384615384616
8517,0,1,0,257,0,8424,0,4,0.0,0.0
9455,0,0,0,1284,0,7134,0,7,0.0,0.0
7666,0,1,0,139,1,-1,0,5,0.0,0.0
4081,0,1,0,18,1,4335,0,2,0.05555555555555555,0.05555555555555555
6703,0,0,0,5,1,1433,1,0,0.0,0.0
9823,0,0,0,110,0,6064,0,5,0.11842105263157894,0.11842105263157894
4338,0,0,0,399,0,7133,0,7,0.0547945205479452,0.0547945205479452
9176,1,0,0,117,1,-1,0,5,0.19444444444444445,0.19444444444444445
626,1,0,0,22,1,5,1,0,0.21296296296296297,0.21296296296296297
1792,0,0,0,23,1,2314,1,0,0.08695652173913043,0.08695652173913043
3305,0,1,0,37,0,-1,0,1,0.0,0.0
6122,0,1,0,95,1,-1,0,5,0.0,0.0
3169,0,0,4,0,1,4089,1,4,0.10679611650485436,0.10679611650485436
7736,0,1,0,180,0,9178,0,4,0.0,0.0
3575,1,0,3,124,1,244,1,0,0.24675324675324675,0.24675324675324675
1624,0,1,0,38,1,4647,0,4,0.0,0.0
3866,0,0,0,20,1,7531,0,5,0.0,0.0
1966,1,0,0,51,1,3993,1,0,0.23529411764705882,0.23529411764705882
5295,0,1,0,86,1,-1,0,2,0.0,0.0
9076,1,0,0,51,1,3992,1,0,0.24271844660194175,0.24271844660194175
5063,0,0,0,0,1,917,0,2,0.0,0.0
8248,1,1,0,51,1,3993,1,0,0.20388349514563106,0.20388349514563106
1704,0,1,0,72,1,3015,0,3,0.0,0.0
3284,0,0,0,58,1,-1,1,3,0.0,0.0
7287,0,1,0,18,1,1985,0,2,0.0,0.0
2570,0,0,0,19,1,8347,0,10,0.0,0.0
7590,1,0,0,51,1,3992,1,0,0.1574074074074074,0.1574074074074074
4112,0,0,0,32,1,2078,0,1,0.12,0.12
440,0,0,0,65,1,2230,0,4,0.0,0.0
8605,1,0,2,21,1,5616,1,5,0.05555555555555555,0.05555555555555555
10978,0,0,0,13,0,847,1,2,0.0,0.0
6367,0,1,0,137,0,7611,0,7,0.0,0.0
2651,0,1,0,52,0,5640,0,10,0.0,0.0
11357,0,1,0,273,0,-1,0,6,0.0,0.0
9824,0,0,0,68,1,7616,0,5,0.07142857142857142,0.07142857142857142
2909,0,0,0,21,1,7298,0,5,0.0,0.0
3998,0,1,0,131,0,6640,0,2,0.0,0.0
4601,1,1,0,56,1,2122,1,2,0.3333333333333333,0.3333333333333333
8489,0,1,0,154,1,5651,0,5,0.0,0.0
9434,1,0,0,0,1,3381,1,0,0.2761904761904762,0.2761904761904762
2282,0,1,0,154,0,8757,0,6,0.0,0.0
11212,0,0,1,133,1,1899,1,1,0.0,0.0
5512,0,0,0,261,1,5171,0,7,0.2,0.2
3304,0,0,0,79,1,8130,0,4,0.0,0.0
3041,1,0,0,51,1,3993,1,0,0.13043478260869565,0.13043478260869565
11021,0,1,0,0,1,4933,1,0,0.0,0.0
3429,1,0,0,104,0,11566,1,6,0.16,0.16
10418,0,1,0,165,1,-1,0,3,0.0,0.0
3721,0,0,0,4,1,-1,1,0,0.0,0.0
221,1,0,3,88,1,2047,1,0,0.24390243902439024,0.24390243902439024
5848,0,1,0,107,0,7521,0,5,0.0,0.0
8426,0,1,0,0,1,5044,0,5,0.0,0.0
6192,0,0,0,0,1,6153,1,3,0.0,0.0
1601,0,1,0,0,1,7219,0,6,0.0,0.0
10923,0,0,1,203,1,1546,1,2,0.1282051282051282,0.1282051282051282
5253,0,1,0,0,1,3319,1,0,0.0,0.0
6248,0,0,0,73,0,1726,1,4,0.0975609756097561,0.0975609756097561
2541,0,1,0,139,1,5737,0,6,0.0,0.0
1514,0,0,0,365,1,7297,0,5,0.0,0.0
1106,0,1,0,170,0,8149,0,6,0.0,0.0
1773,0,0,0,0,1,6646,1,0,0.0,0.0
125,0,1,2,1,1,2403,0,3,0.05555555555555555,0.05555555555555555
6466,0,1,0,72,0,4307,0,3,0.0,0.0
10711,0,1,0,64,1,7988,0,4,0.0,0.0
5076,0,0,1,25,1,8346,1,10,0.1,0.1
5416,0,0,0,1,1,-1,0,0,0.06896551724137931,0.06896551724137931
2858,0,2,1,1,1,3018,1,3,0.0380952380952381,0.0380952380952381
1979,0,1,0,39,0,6765,0,3,0.0,0.0
9354,0,0,0,71,1,7157,1,3,0.15384615384615385,0.15384615384615385
7855,0,1,0,350,0,7400,0,4,0.0,0.0
10286,1,0,0,30,1,5767,1,2,0.375,0.375
986,0,0,0,0,1,3460,1,0,0.037037037037037035,0.037037037037037035
236,0,1,0,452,1,-1,0,4,0.0,0.0
14,0,1,0,211,0,2041,0,2,0.0,0.0
697,0,0,0,58,0,7826,1,6,0.17391304347826086,0.17391304347826086
3004,1,0,0,11,1,13,1,0,0.5,0.5
2529,0,1,0,55,1,7551,0,5,0.0,0.0
3795,0,1,0,83,0,6437,0,4,0.0,0.0
8860,0,0,0,85,0,-1,0,4,0.0,0.0
2533,0,1,0,7,0,1207,0,2,0.0,0.0
7715,0,1,0,98,0,5855,0,4,0.0,0.0
9958,0,0,0,225,1,9034,0,5,0.07692307692307693,0.07692307692307693
427,1,0,0,4,1,4003,1,0,0.23300970873786409,0.23300970873786409
3769,0,1,0,37,0,7456,0,4,0.0,0.0
4042,0,1,0,311,0,9186,0,5,0.0,0.0
4494,0,1,0,42,0,-1,0,3,0.0,0.0
428,0,0,0,12,1,7359,1,1,0.07407407407407407,0.07407407407407407
10213,0,1,0,29,1,-1,0,4,0.0,0.0
1782,0,0,0,0,1,5513,1,0,0.0,0.0
1656,1,1,1,4,1,883,1,0,0.27586206896551724,0.27586206896551724
9912,0,1,0,69,1,7962,0,5,0.0,0.0
964,0,1,0,34,1,3250,1,4,0.0,0.0
1615,0,1,0,66,0,8831,1,6,0.0,0.0
9430,0,1,3,0,1,4170,1,3,0.0,0.0
6832,0,0,0,22,1,5160,0,8,0.0,0.0
7022,0,1,0,13,1,58,1,0,0.0,0.0
6969,1,1,3,29,1,-1,1,2,0.1368421052631579,0.1368421052631579
7782,0,0,0,32,0,2310,0,4,0.0,0.0
10113,0,0,1,103,1,6990,1,1,0.023809523809523808,0.023809523809523808
9034,1,0,0,1,1,1856,1,0,0.11578947368421053,0.11578947368421053
9294,0,1,0,31,0,7389,0,5,0.0,0.0
5582,1,1,0,0,1,12124,1,7,0.13414634146341464,0.13414634146341464
2327,0,0,2,18,1,8348,1,10,0.0,0.0
8221,0,0,0,182,0,7134,1,7,0.0,0.0
1643,0,1,0,174,0,2775,0,4,0.08955223880597014,0.08955223880597014
8220,0,0,0,405,1,7133,0,7,0.0,0.0
6140,1,0,0,51,1,3992,1,0,0.16822429906542055,0.16822429906542055
4034,0,0,3,104,1,-1,1,1,0.046875,0.046875
1012,1,0,0,4,1,1834,1,0,0.15789473684210525,0.15789473684210525
10018,0,0,0,250,1,7296,0,5,0.0,0.0
8064,0,1,0,10,1,5572,0,5,0.0,0.0
10675,0,1,0,13,1,7440,1,3,0.12931034482758622,0.12931034482758622
6486,0,0,0,498,0,-1,0,3,0.0,0.0
6284,0,1,0,207,0,5511,0,7,0.0,0.0
7691,0,1,0,83,1,5333,0,6,0.10638297872340426,0.10638297872340426
6382,0,1,0,2,1,6240,0,3,0.0,0.0
3079,0,0,0,0,1,4665,0,1,0.0,0.0
698,0,1,0,65,1,3630,0,2,0.0,0.0
3342,0,1,0,411,0,6011,0,8,0.0,0.0
6987,0,0,0,81,1,8130,0,4,0.0,0.0
9762,0,0,0,175,1,9221,1,4,0.0,0.0
289,1,0,0,30,1,5767,1,2,0.26229508196721313,0.26229508196721313
2809,0,1,0,21,1,2816,0,2,0.0,0.0
5331,0,1,0,7,1,3779,1,1,0.0,0.0
6830,0,0,1,0,1,5728,1,0,0.061224489795918366,0.061224489795918366
5453,0,0,0,0,1,2732,1,2,0.0,0.0
301,0,1,0,104,1,8176,1,4,0.0,0.0
11057,0,1,0,70,0,8032,1,6,0.0,0.0
9813,0,1,0,142,0,8518,0,10,0.0,0.0
4704,0,0,0,4,1,-1,1,0,0.0425531914893617,0.0425531914893617
7216,1,1,0,113,0,10234,0,6,0.2542372881355932,0.2542372881355932
9855,0,1,0,49,0,4918,0,5,0.0,0.0
2471,0,0,0,0,1,5874,0,3,0.0,0.0
4184,1,1,3,59,1,243,1,0,0.26582278481012656,0.26582278481012656
8924,0,0,0,0,1,1101,0,0,0.0,0.0
9843,0,1,0,51,1,4502,1,5,0.0,0.0
11133,1,0,4,4,1,-1,1,0,0.28205128205128205,0.28205128205128205
7271,0,1,0,17,0,7420,0,7,0.0,0.0
6282,0,1,0,64,1,3122,0,5,0.0,0.0
2455,0,1,0,639,0,9035,1,4,0.07246376811594203,0.07246376811594203
5927,0,1,3,8,1,5804,1,2,0.0,0.0
10322,0,0,0,17,1,7473,1,4,0.24390243902439024,0.24390243902439024
8751,0,1,1,25,0,9156,1,8,0.12962962962962962,0.12962962962962962
10958,0,0,0,240,0,9647,0,5,0.0,0.0
2986,0,1,0,33,0,2977,0,2,0.0,0.0
4664,1,1,0,4,1,4003,1,0,0.19230769230769232,0.19230769230769232
2048,0,1,0,0,1,8405,0,5,0.0425531914893617,0.0425531914893617
4583,0,0,0,13,1,-1,1,0,0.0,0.0
8460,1,1,3,81,1,2047,1,0,0.1588785046728972,0.1588785046728972
2612,0,1,0,84,1,6302,0,5,0.08108108108108109,0.08108108108108109
9812,0,0,0,243,1,7157,0,3,0.15789473684210525,0.15789473684210525
4035,0,1,0,346,0,5157,1,8,0.046511627906976744,0.046511627906976744
7171,0,0,1,77,0,3171,1,3,0.0,0.0
10311,0,0,1,21,1,5626,1,5,0.0,0.0
6836,0,0,4,19,1,4099,1,0,0.010101010101010102,0.010101010101010102
6691,1,0,0,64,1,3206,1,0,0.35384615384615387,0.35384615384615387
6937,0,1,0,68,1,9900,0,8,0.0,0.0
4392,0,1,0,144,1,6070,0,2,0.0,0.0
5365,0,0,0,0,1,5070,0,4,0.0,0.0
11228,0,0,0,81,1,5232,1,7,0.03333333333333333,0.03333333333333333
7639,1,0,0,20,1,-1,1,0,0.3977272727272727,0.3977272727272727
4085,1,1,2,23,1,4284,1,1,0.18181818181818182,0.18181818181818182
1402,0,0,0,23,1,-1,1,0,0.0,0.0
5768,0,0,0,14,1,7295,1,5,0.0,0.0
2831,1,0,0,8,1,522,1,2,0.4,0.4
7312,0,0,2,1,0,8348,1,10,0.0,0.0
7383,0,0,0,95,1,7296,1,5,0.0,0.0
797,0,1,0,105,0,-1,0,3,0.0,0.0
5780,0,1,0,208,1,7584,0,5,0.0,0.0
8357,1,0,0,24,0,4340,1,7,0.2972972972972973,0.2972972972972973
9022,0,0,0,31,1,791,1,0,0.0,0.0
4772,0,1,1,5,1,630,1,0,0.0,0.0
3727,0,1,1,356,0,-1,0,6,0.03333333333333333,0.03333333333333333
721,0,1,0,164,1,6377,0,5,0.0392156862745098,0.0392156862745098
